age,business_travel,department,education,education_field,gender,job_level,job_role,marital_status,percent_salary_hike,training_times_last_year,environment_satisfaction,job_satisfaction,work_life_balance,performance_rating,log_monthly_income,log_distance_from_home,log_years_since_last_promotion,log_total_working_years,log_num_companies_worked,log_years_at_company,log_years_with_curr_manager,total_satisfaction,loyalty_ratio,promotion_recency,income_per_exp_year
26,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Manager,Married,22,3,1.0,1.0,3.0,4,12.000959318399978,2.302585092994046,1.3862943611198906,1.791759469228055,0.6931471805599453,1.791759469228055,1.3862943611198906,2.0,0.8333333333333334,0.5,27151.666666666668
37,Travel_Rarely,Sales,1,Marketing,Male,1,Research Scientist,Single,11,2,4.0,4.0,3.0,3,10.205479252168017,1.791759469228055,1.791759469228055,2.8903717578961645,0.6931471805599453,2.8903717578961645,2.0794415416798357,3.5,0.9444444444444444,0.2777777777777778,1502.7777777777778
44,Travel_Frequently,Research & Development,2,Medical,Male,2,Research Scientist,Divorced,14,2,4.0,3.0,1.0,3,11.545692706893112,0.6931471805599453,0.0,2.995732273553991,1.3862943611198906,0.6931471805599453,0.0,2.5,0.05,0.0,5166.5
38,Travel_Rarely,Sales,3,Marketing,Female,1,Manager,Divorced,12,3,4.0,4.0,3.0,3,10.702817410686135,1.0986122886681098,0.6931471805599453,2.3978952727983707,2.302585092994046,1.0986122886681098,1.0986122886681098,3.25,0.18181818181818182,0.3333333333333333,4043.6363636363635
26,Travel_Rarely,Research & Development,3,Medical,Male,3,Research Scientist,Divorced,11,5,1.0,2.0,3.0,3,11.135187385342592,1.6094379124341003,0.0,1.791759469228055,1.0986122886681098,1.3862943611198906,1.0986122886681098,2.0,0.5,0.0,11423.333333333334
28,Travel_Rarely,Research & Development,3,Other,Male,1,Human Resources,Single,13,6,4.0,4.0,3.0,3,11.475960605464735,2.0794415416798357,0.0,1.791759469228055,0.6931471805599453,1.791759469228055,1.0986122886681098,3.25,0.8333333333333334,0.0,16061.666666666666
49,Travel_Frequently,Research & Development,1,Medical,Female,2,Research Scientist,Single,13,2,3.0,1.0,3.0,3,10.488798934228665,0.6931471805599453,0.6931471805599453,3.1354942159291497,2.302585092994046,1.3862943611198906,1.0986122886681098,2.5,0.13043478260869565,0.25,1561.304347826087
36,Travel_Rarely,Sales,3,Technical Degree,Male,3,Sales Executive,Single,14,2,3.0,2.0,3.0,3,10.89768332428381,1.791759469228055,2.0794415416798357,2.3978952727983707,1.6094379124341003,2.1972245773362196,2.0794415416798357,2.75,0.7272727272727273,0.7777777777777778,4913.636363636364
31,Travel_Frequently,Research & Development,4,Medical,Male,1,Sales Executive,Divorced,16,4,4.0,2.0,2.0,3,10.754514166757886,2.302585092994046,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.75,0.6666666666666666,0.6666666666666666,15613.333333333334
26,Travel_Rarely,Research & Development,3,Medical,Male,2,Manager,Single,12,5,4.0,4.0,3.0,3,11.969533522831421,2.1972245773362196,2.0794415416798357,2.1972245773362196,0.6931471805599453,2.1972245773362196,1.6094379124341003,3.5,0.8888888888888888,0.7777777777777778,17541.11111111111
37,Travel_Frequently,Sales,1,Marketing,Male,1,Laboratory Technician,Married,14,3,2.0,4.0,2.0,3,9.625161575008372,2.302585092994046,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.0986122886681098,2.75,0.8,0.2,3028.0
42,Travel_Frequently,Sales,2,Marketing,Male,3,Research Director,Married,13,2,3.0,2.0,4.0,3,10.294211203989256,1.0986122886681098,1.6094379124341003,3.1780538303479458,1.791759469228055,3.044522437723423,2.1972245773362196,3.0,0.8333333333333334,0.19047619047619047,1231.6666666666667
18,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Sales Executive,Single,14,3,3.0,3.0,3.0,3,10.058395088732475,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,2.75,0.0,0.0,23350.0
35,Travel_Rarely,Sales,2,Life Sciences,Male,1,Laboratory Technician,Married,19,2,3.0,2.0,2.0,3,10.85013288642403,3.044522437723423,1.9459101490553132,2.5649493574615367,0.0,2.4849066497880004,2.302585092994046,2.25,0.8461538461538461,0.5,3964.6153846153848
36,Travel_Frequently,Research & Development,3,Other,Female,3,Sales Executive,Married,12,2,3.0,3.0,3.0,3,11.150821524950869,2.1972245773362196,0.0,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.0,2.75,0.2,0.0,13924.0
51,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Divorced,13,2,4.0,2.0,3.0,3,10.946428556333773,1.0986122886681098,0.6931471805599453,2.6390573296152584,1.791759469228055,1.6094379124341003,1.0986122886681098,2.75,0.2857142857142857,0.2,4053.5714285714284
41,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Single,12,6,4.0,2.0,3.0,3,10.077062636881843,3.4011973816621555,0.0,3.1354942159291497,0.6931471805599453,3.1354942159291497,1.6094379124341003,3.0,0.9565217391304348,0.0,1034.3478260869565
18,Travel_Rarely,Sales,3,Life Sciences,Male,1,Research Scientist,Single,15,3,4.0,3.0,3.0,3,10.548520590372645,2.0794415416798357,0.0,0.0,0.6931471805599453,0.0,0.0,3.25,0.0,0.0,38120.0
28,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Representative,Single,23,2,2.0,1.0,3.0,4,10.746798905924305,2.302585092994046,0.0,2.302585092994046,0.0,2.1972245773362196,2.0794415416798357,2.0,0.8,0.0,4648.0
31,Travel_Rarely,Research & Development,1,Technical Degree,Male,1,Manufacturing Director,Married,12,2,2.0,4.0,2.0,3,10.28742254209393,2.1972245773362196,2.0794415416798357,2.3978952727983707,1.6094379124341003,2.1972245773362196,2.0794415416798357,2.75,0.7272727272727273,0.7777777777777778,2669.090909090909
39,Travel_Rarely,Sales,4,Marketing,Female,2,Human Resources,Divorced,20,3,3.0,4.0,2.0,4,9.954703343920398,1.791759469228055,1.3862943611198906,2.995732273553991,0.0,2.9444389791664403,2.0794415416798357,3.0,0.9,0.15789473684210525,1052.5
36,Non-Travel,Research & Development,4,Life Sciences,Male,1,Sales Executive,Married,21,4,2.0,2.0,3.0,4,11.359552815731995,1.791759469228055,0.0,2.4849066497880004,2.0794415416798357,2.302585092994046,2.1972245773362196,2.5,0.75,0.0,7148.333333333333
32,Travel_Rarely,Sales,3,Marketing,Male,2,Laboratory Technician,Married,21,4,4.0,3.0,2.0,4,10.205848855956967,1.0986122886681098,1.6094379124341003,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.1972245773362196,3.0,0.9285714285714286,0.2857142857142857,1932.857142857143
38,Travel_Rarely,Research & Development,2,Life Sciences,Female,3,Research Scientist,Married,19,4,1.0,2.0,3.0,3,11.06415089616141,1.791759469228055,0.0,2.995732273553991,1.3862943611198906,2.3978952727983707,0.6931471805599453,2.0,0.5,0.0,3192.0
58,Non-Travel,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Divorced,13,3,4.0,3.0,3.0,3,10.588627762694157,1.0986122886681098,0.6931471805599453,2.5649493574615367,1.0986122886681098,1.791759469228055,1.0986122886681098,3.0,0.38461538461538464,0.16666666666666666,3052.3076923076924
31,Travel_Rarely,Research & Development,1,Technical Degree,Female,3,Research Scientist,Married,13,3,3.0,4.0,3.0,3,11.503592043789153,3.044522437723423,0.0,1.9459101490553132,0.0,1.791759469228055,1.3862943611198906,3.0,0.7142857142857143,0.0,14152.857142857143
31,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,Married,21,2,1.0,1.0,3.0,4,11.792456911128632,2.0794415416798357,0.6931471805599453,2.302585092994046,1.3862943611198906,1.0986122886681098,0.0,2.0,0.2,0.3333333333333333,13225.0
45,Travel_Frequently,Research & Development,1,Medical,Female,1,Sales Executive,Divorced,13,6,1.0,1.0,3.0,3,10.474495347310453,1.3862943611198906,2.302585092994046,3.2188758248682006,0.6931471805599453,3.2188758248682006,2.4849066497880004,2.0,0.96,0.36,1416.0
31,Travel_Rarely,Sales,4,Marketing,Female,2,Research Scientist,Divorced,19,0,3.0,4.0,1.0,3,10.241423003850693,2.833213344056216,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,1.0986122886681098,2.75,0.5,0.6666666666666666,7010.0
33,Travel_Frequently,Research & Development,3,Life Sciences,Male,4,Research Director,Married,12,3,4.0,2.0,3.0,3,12.175206138615467,2.302585092994046,2.1972245773362196,2.5649493574615367,1.9459101490553132,2.3978952727983707,2.1972245773362196,3.0,0.7692307692307693,0.7272727272727273,14916.923076923076
39,Travel_Rarely,Sales,4,Life Sciences,Male,1,Sales Executive,Married,22,6,3.0,1.0,3.0,4,12.189185863023736,0.6931471805599453,2.4849066497880004,3.091042453358316,0.6931471805599453,3.091042453358316,2.3978952727983707,2.5,0.9545454545454546,0.5,8938.636363636364
43,Travel_Frequently,Research & Development,4,Medical,Male,4,Research Scientist,Single,15,2,3.0,4.0,3.0,3,10.101969490779476,2.0794415416798357,0.6931471805599453,2.302585092994046,0.0,2.1972245773362196,2.0794415416798357,3.25,0.8,0.1111111111111111,2439.0
49,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Single,22,2,3.0,3.0,3.0,4,11.200144364018984,0.6931471805599453,0.0,3.258096538021482,2.0794415416798357,2.0794415416798357,2.0794415416798357,3.0,0.2692307692307692,0.0,2813.076923076923
52,Travel_Rarely,Research & Development,1,Life Sciences,Female,2,Research Scientist,Married,18,2,3.0,2.0,2.0,3,10.773545846468581,2.0794415416798357,2.0794415416798357,2.4849066497880004,1.0986122886681098,2.1972245773362196,2.0794415416798357,2.5,0.6666666666666666,0.7777777777777778,3978.3333333333335
27,Travel_Rarely,Research & Development,4,Medical,Male,3,Research Scientist,Single,22,2,3.0,2.0,2.0,4,10.57185524173185,2.772588722239781,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.0986122886681098,2.5,0.8,0.2,7804.0
32,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Research Scientist,Married,11,6,3.0,2.0,3.0,3,10.189455656983572,0.6931471805599453,2.4849066497880004,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.302585092994046,3.0,0.9285714285714286,0.7857142857142857,1901.4285714285713
27,Travel_Rarely,Research & Development,2,Medical,Female,4,Research Director,Single,12,5,4.0,3.0,3.0,3,10.259797429846147,2.6390573296152584,0.0,1.791759469228055,0.6931471805599453,1.791759469228055,1.6094379124341003,3.5,0.8333333333333334,0.0,4760.0
31,Travel_Rarely,Sales,3,Life Sciences,Male,2,Healthcare Representative,Divorced,11,4,4.0,4.0,3.0,3,9.288319413292772,3.2188758248682006,0.6931471805599453,2.6390573296152584,1.6094379124341003,2.0794415416798357,2.0794415416798357,3.75,0.5,0.125,772.1428571428571
32,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Healthcare Representative,Single,13,2,1.0,4.0,2.0,3,10.115408363827857,2.0794415416798357,0.0,2.3978952727983707,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.5,0.6363636363636364,0.0,2247.2727272727275
28,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Executive,Married,14,4,1.0,4.0,2.0,3,10.946076077522912,2.302585092994046,1.0986122886681098,1.791759469228055,1.791759469228055,1.3862943611198906,1.0986122886681098,2.25,0.5,0.5,9455.0
30,Travel_Rarely,Research & Development,3,Life Sciences,Female,4,Research Director,Married,13,3,4.0,4.0,3.0,3,10.644734182586557,2.6390573296152584,0.6931471805599453,2.4849066497880004,0.6931471805599453,2.3978952727983707,2.302585092994046,3.5,0.8333333333333334,0.09090909090909091,3497.5
31,Travel_Frequently,Research & Development,1,Life Sciences,Female,1,Manager,Married,17,5,3.0,3.0,3.0,3,11.483815861823663,1.0986122886681098,2.1972245773362196,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.302585092994046,2.75,0.9090909090909091,0.7272727272727273,8830.0
39,Travel_Frequently,Research & Development,4,Medical,Female,1,Research Scientist,Married,13,4,3.0,4.0,3.0,3,9.934065253000266,2.995732273553991,2.6390573296152584,3.091042453358316,0.6931471805599453,3.091042453358316,1.3862943611198906,3.25,0.9545454545454546,0.5909090909090909,937.2727272727273
39,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,Married,17,0,4.0,3.0,2.0,3,10.665250866959651,0.6931471805599453,0.0,2.5649493574615367,1.6094379124341003,0.6931471805599453,0.0,3.0,0.07692307692307693,0.0,3295.3846153846152
33,Travel_Frequently,Sales,2,Life Sciences,Male,4,Research Scientist,Single,11,0,2.0,4.0,2.0,3,10.776474045001011,1.6094379124341003,0.0,2.302585092994046,1.3862943611198906,2.0794415416798357,0.6931471805599453,2.75,0.7,0.0,4788.0
47,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Married,23,4,4.0,3.0,3.0,4,10.986326087088196,1.6094379124341003,0.6931471805599453,3.091042453358316,1.6094379124341003,1.3862943611198906,0.6931471805599453,3.5,0.13636363636363635,0.25,2684.5454545454545
43,Travel_Frequently,Research & Development,3,Medical,Female,5,Research Director,Divorced,17,2,3.0,3.0,4.0,3,10.567746456002288,2.70805020110221,0.0,2.302585092994046,0.6931471805599453,2.302585092994046,0.0,3.25,0.9,0.0,3886.0
27,Non-Travel,Research & Development,3,Life Sciences,Male,1,Research Director,Married,17,3,3.0,2.0,3.0,3,12.03309331393854,1.0986122886681098,0.6931471805599453,1.9459101490553132,0.0,1.791759469228055,1.6094379124341003,2.75,0.7142857142857143,0.16666666666666666,24032.85714285714
54,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,12,2,4.0,3.0,2.0,3,10.286400256173781,0.6931471805599453,0.0,3.044522437723423,1.3862943611198906,1.6094379124341003,1.3862943611198906,3.0,0.19047619047619047,0.0,1396.6666666666667
43,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Manager,Married,23,3,3.0,1.0,2.0,4,11.082157933374816,2.0794415416798357,0.0,2.3978952727983707,2.1972245773362196,0.6931471805599453,0.0,2.25,0.09090909090909091,0.0,5909.090909090909
45,Travel_Rarely,Sales,1,Marketing,Female,1,Sales Executive,Married,14,6,4.0,4.0,3.0,3,12.053742806964852,1.3862943611198906,2.302585092994046,2.5649493574615367,2.302585092994046,2.3978952727983707,2.1972245773362196,3.5,0.7692307692307693,0.8181818181818182,13210.76923076923
40,Travel_Rarely,Research & Development,4,Other,Male,4,Research Scientist,Married,14,6,2.0,4.0,2.0,3,10.82637646843851,1.0986122886681098,0.0,1.9459101490553132,1.0986122886681098,1.6094379124341003,1.0986122886681098,2.75,0.5714285714285714,0.0,7190.0
29,Travel_Rarely,Research & Development,3,Medical,Female,1,Research Scientist,Married,13,0,2.0,1.0,2.0,3,10.046331696565609,3.4011973816621555,0.0,2.0794415416798357,0.6931471805599453,2.0794415416798357,2.0794415416798357,2.0,0.875,0.0,2883.75
29,Travel_Rarely,Human Resources,3,Medical,Male,3,Sales Representative,Single,22,3,2.0,4.0,3.0,4,10.16087792924552,2.1972245773362196,1.0986122886681098,1.6094379124341003,0.0,1.3862943611198906,1.0986122886681098,3.0,0.6,0.5,5174.0
30,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Divorced,12,2,4.0,3.0,3.0,3,10.91637854079876,2.3978952727983707,0.6931471805599453,2.3978952727983707,0.6931471805599453,2.3978952727983707,1.0986122886681098,3.0,0.9090909090909091,0.09090909090909091,5006.363636363636
27,Travel_Rarely,Research & Development,2,Medical,Male,1,Manager,Married,18,2,2.0,2.0,3.0,3,10.690375500198106,2.4849066497880004,0.0,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.0794415416798357,2.25,0.8888888888888888,0.0,4881.111111111111
37,Travel_Rarely,Sales,4,Life Sciences,Male,2,Healthcare Representative,Divorced,14,4,4.0,4.0,2.0,3,11.801714424596312,0.6931471805599453,0.0,2.1972245773362196,2.0794415416798357,1.9459101490553132,1.6094379124341003,3.25,0.6666666666666666,0.0,14831.111111111111
38,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,12,1,3.0,4.0,3.0,3,11.09484613098911,3.367295829986474,1.0986122886681098,2.5649493574615367,0.0,2.4849066497880004,2.302585092994046,3.25,0.8461538461538461,0.16666666666666666,5063.846153846154
31,Travel_Rarely,Research & Development,3,Medical,Female,3,Manager,Single,15,5,3.0,4.0,3.0,3,11.302587076486851,1.9459101490553132,1.6094379124341003,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.3978952727983707,3.25,0.9166666666666666,0.3333333333333333,6752.5
29,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Sales Executive,Divorced,11,0,4.0,2.0,3.0,3,10.591144690352435,1.3862943611198906,0.6931471805599453,2.0794415416798357,0.6931471805599453,2.0794415416798357,2.0794415416798357,3.0,0.875,0.125,4972.5
35,Travel_Rarely,Sales,2,Technical Degree,Male,3,Manager,Single,13,3,3.0,2.0,3.0,3,10.144117324857612,2.833213344056216,0.0,2.8903717578961645,0.0,2.833213344056216,2.6390573296152584,3.0,0.8888888888888888,0.0,1413.3333333333333
23,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Manufacturing Director,Divorced,23,2,3.0,4.0,2.0,4,10.896572644989313,3.044522437723423,0.0,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.0986122886681098,2.75,0.8,0.0,10798.0
41,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Single,19,0,4.0,2.0,3.0,3,10.912740254782156,2.302585092994046,0.6931471805599453,2.1972245773362196,1.9459101490553132,1.791759469228055,1.0986122886681098,3.0,0.5555555555555556,0.16666666666666666,6096.666666666667
47,Travel_Frequently,Sales,3,Medical,Female,2,Laboratory Technician,Single,16,2,2.0,3.0,3.0,3,11.132265158280985,0.6931471805599453,0.0,1.791759469228055,1.3862943611198906,0.0,0.0,3.0,0.0,0.0,11390.0
42,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Manager,Single,22,0,1.0,4.0,3.0,4,9.297526733655099,1.3862943611198906,0.0,2.833213344056216,1.0986122886681098,0.6931471805599453,0.0,2.25,0.058823529411764705,0.0,641.7647058823529
29,Non-Travel,Sales,4,Marketing,Male,2,Human Resources,Married,22,1,4.0,3.0,2.0,4,10.95711990887328,3.1354942159291497,0.0,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.0986122886681098,2.75,0.8,0.0,11472.0
42,Travel_Rarely,Sales,4,Medical,Male,3,Research Scientist,Divorced,12,3,3.0,3.0,3.0,3,10.010591547450328,2.0794415416798357,0.6931471805599453,1.6094379124341003,0.0,1.3862943611198906,0.0,2.75,0.6,0.25,4452.0
32,Travel_Rarely,Research & Development,3,Medical,Male,2,Research Scientist,Married,13,0,3.0,2.0,3.0,3,10.95903575173321,1.0986122886681098,0.0,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.0794415416798357,2.75,0.8888888888888888,0.0,6385.555555555556
48,Travel_Rarely,Sales,4,Medical,Male,4,Sales Executive,Married,16,2,1.0,3.0,1.0,3,11.498227984209644,2.6390573296152584,0.0,2.772588722239781,1.3862943611198906,0.0,0.0,1.75,0.0,0.0,6158.75
37,Travel_Rarely,Research & Development,5,Technical Degree,Male,2,Manufacturing Director,Divorced,12,2,3.0,1.0,3.0,3,10.909088683289344,2.1972245773362196,1.9459101490553132,2.6390573296152584,1.6094379124341003,2.0794415416798357,2.0794415416798357,2.5,0.5,0.75,3905.0
30,Non-Travel,Sales,4,Other,Male,1,Healthcare Representative,Married,21,0,4.0,3.0,4.0,4,10.893047333337728,3.258096538021482,1.0986122886681098,1.6094379124341003,2.0794415416798357,1.0986122886681098,1.0986122886681098,3.5,0.4,0.6666666666666666,10760.0
26,Travel_Rarely,Sales,3,Medical,Female,5,Laboratory Technician,Married,15,3,3.0,3.0,3.0,3,10.849550656077264,3.367295829986474,2.0794415416798357,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.0794415416798357,3.0,0.8888888888888888,0.7777777777777778,5723.333333333333
